,Unnamed: 0,n_nodes,loopcount,loopsize,d0,d1,t0,t1,iter,time,accuracy
258,258.0,29.0,6.0,3.0,0.22586167845534286,0.7741383215446572,0.17380026648724975,0.8261997335127503,61.0,5.467896938323975,2.0969887025013287
259,259.0,29.0,6.0,3.0,0.7625536849879396,0.2374463150120602,0.8446881310486394,0.15531186895136068,61.0,0.0005230903625488281,1.5638509239043377
260,260.0,29.0,6.0,3.0,0.22433644959239066,0.7756635504076094,0.277605120480343,0.7223948795196571,61.0,0.0009071826934814453,2.0985038305784163
261,261.0,29.0,6.0,3.0,0.8298674358827826,0.17013256411721736,0.6557850879995922,0.3442149120004078,61.0,0.0007331371307373048,1.4969829564587893
262,262.0,29.0,6.0,3.0,0.3059542982346383,0.6940457017653617,0.15888335506984044,0.8411166449301595,61.0,0.0005819797515869142,2.0174264938762714
263,263.0,29.0,6.0,3.0,0.7570308466691086,0.24296915333089145,0.8442097024553348,0.15579029754466514,61.0,0.0014796257019042967,1.5693371873795015
264,264.0,29.0,6.0,3.0,0.158075416748072,0.841924583251928,0.4815219600750057,0.5184780399249943,61.0,0.0016939640045166016,2.1643260515695477
265,265.0,29.0,6.0,3.0,0.44343863131412936,0.5565613686858707,0.5183561017933931,0.4816438982066069,61.0,0.0014083385467529295,1.880852646981392
266,266.0,29.0,6.0,3.0,0.4932096188960522,0.5067903811039479,0.39979528744195664,0.6002047125580433,61.0,0.001012563705444336,1.8314112663850275
267,267.0,29.0,6.0,3.0,0.7128755848532822,0.2871244151467179,0.8898920818755588,0.11010791812444123,61.0,0.0005731582641601562,1.613200032197982
268,268.0,29.0,6.0,3.0,0.12153164384340208,0.8784683561565979,0.14194061084907655,0.8580593891509235,61.0,0.0008687973022460938,2.2006278143511877
269,269.0,29.0,6.0,3.0,0.7629453057946409,0.23705469420535905,0.8865379620584443,0.11346203794155575,61.0,0.0007698535919189452,1.563461896595573
270,270.0,29.0,6.0,3.0,0.2207569969477484,0.7792430030522516,0.28762830844911674,0.7123716915508833,61.0,0.0007488727569580077,2.102059578397146
271,271.0,29.0,6.0,3.0,0.21148798141777786,0.7885120185822221,0.2013213286838029,0.7986786713161972,61.0,0.0007874965667724608,2.1112672101287155
272,272.0,29.0,6.0,3.0,0.4752716978991716,0.5247283021008283,0.29150851488976914,0.7084914851102307,61.0,0.000652313232421875,1.8492303939973633
273,273.0,29.0,6.0,3.0,0.1941042115942956,0.8058957884057044,0.4505338569477005,0.5494661430522995,61.0,0.000743865966796875,2.1285358564184382
274,274.0,29.0,6.0,3.0,0.807636041699667,0.19236395830033307,0.6479026541218821,0.3520973458781179,61.0,0.0012137889862060547,1.5190671238502047
275,275.0,29.0,6.0,3.0,0.3407165190001666,0.6592834809998334,0.42650436124700863,0.5734956387529915,61.0,0.0025627613067626953,1.982894484954118
276,276.0,29.0,6.0,3.0,0.8298674358827826,0.17013256411721736,0.6557850879995921,0.3442149120004078,61.0,0.0007536411285400392,1.4969829564587893
277,277.0,29.0,6.0,3.0,0.158075416748072,0.841924583251928,0.4815219600750058,0.5184780399249943,61.0,0.0010852813720703123,2.1643260515695477
278,278.0,29.0,6.0,3.0,0.12153164384340208,0.8784683561565979,0.14194061084907655,0.8580593891509235,61.0,0.0017659664154052734,2.2006278143511877
279,279.0,29.0,6.0,3.0,0.21148798141777786,0.7885120185822221,0.2013213286838029,0.7986786713161972,61.0,0.0013909339904785154,2.1112672101287155
280,280.0,29.0,6.0,3.0,0.1941042115942956,0.8058957884057044,0.4505338569477005,0.5494661430522995,61.0,0.0007700920104980469,2.1285358564184382
281,281.0,29.0,6.0,3.0,0.4682671442615768,0.5317328557384232,0.4674087214186476,0.5325912785813524,61.0,0.0003888607025146485,1.8561885601726666
282,282.0,29.0,6.0,3.0,0.6263975533071651,0.3736024466928349,0.6820275898232536,0.31797241017674643,61.0,0.0005886554718017577,1.6991053653774448
283,283.0,29.0,6.0,3.0,0.8007924572035893,0.19920754279641087,0.7162380637885809,0.28376193621141904,61.0,0.002070188522338867,1.5258653868976686
284,284.0,29.0,6.0,3.0,0.9225303721595164,0.07746962784048382,0.8970911045646695,0.10290889543533058,61.0,0.0005321502685546875,1.4049336779088368
285,285.0,29.0,6.0,3.0,0.15881609916432493,0.8411839008356751,0.0269403297054076,0.9730596702945924,61.0,0.0007443428039550781,2.163590274302064
286,286.0,29.0,6.0,3.0,0.9715442446699799,0.028455755330019983,0.9836262500976438,0.016373749902356228,61.0,0.0007061958312988281,1.356244398410358
287,287.0,29.0,6.0,3.0,0.11914917245671733,0.8808508275432827,0.07657484972826517,0.9234251502717348,61.0,0.001032114028930664,2.202994507887159
288,288.0,29.0,6.0,3.0,0.0937837125882019,0.9062162874117982,0.2682600815130097,0.7317399184869903,61.0,0.0017418861389160154,2.228191985700852
289,289.0,29.0,6.0,3.0,0.3616868265038093,0.6383131734961907,0.4735025219637782,0.5264974780362217,61.0,0.0005514621734619142,1.9620630527305996
290,290.0,29.0,6.0,3.0,0.75482701038459,0.24517298961541004,0.6823313950603627,0.3176686049396373,61.0,0.0005176067352294922,1.5715264288193183
291,291.0,20.0,7.0,2.0,0.34257720381625506,0.657422796183745,0.3968777098324833,0.6031222901675165,35.0,2.5148186683654785,1.981046122471644
292,292.0,20.0,7.0,2.0,0.7013401692801443,0.2986598307198557,0.6843872848452754,0.3156127151547246,35.0,0.0005488395690917969,1.6246590548012603
293,293.0,20.0,7.0,2.0,0.9706507276303886,0.02934927236961137,0.5760479930021803,0.4239520069978196,35.0,0.0006501674652099608,1.3571319981581242
