,Unnamed: 0,looplength,d0,d1,t0,t1,iter,time,accuracy
0,0.0,3.0,0.6111783261800751,0.38882167381992494,0.7912582854738955,0.2087417145261045,25.0,0.20958256721496585,0.703550912031641
1,1.0,3.0,0.5064148126612434,0.4935851873387565,0.3873820247566963,0.6126179752433037,25.0,0.1677415370941162,0.7228550991034678
2,2.0,3.0,0.4913285146272784,0.5086714853727216,0.6080866511398743,0.3919133488601258,25.0,0.16875123977661133,0.7256349669189611
3,3.0,3.0,0.814114821857182,0.18588517814281805,0.7625765444539182,0.2374234555460817,41.0,0.2666327953338623,0.6661569382647372
4,4.0,3.0,0.31581560802883424,0.6841843919711658,0.283311371211534,0.716688628788466,41.0,0.3338887691497803,0.7579757492075144
5,5.0,3.0,0.40163671815737145,0.5983632818426285,0.4356251453375707,0.5643748546624292,41.0,0.31998848915100103,0.7421619729319093
6,6.0,3.0,0.9176568797176904,0.08234312028230963,0.8975100017288017,0.10248999827119834,29.0,0.18433427810668945,0.6470778219998757
7,7.0,3.0,0.5250924341296068,0.474907565870393,0.2084114058999286,0.7915885941000713,29.0,0.18912553787231445,0.7194134781920305
8,8.0,3.0,0.6434106891890983,0.3565893108109019,0.5967596319573353,0.4032403680426647,29.0,0.17656421661376953,0.6976116346592631
9,9.0,4.0,0.10783271874526973,0.8921672812547302,0.18760219357270924,0.8123978064272908,47.0,0.3955154418945313,0.7962995937180107
10,10.0,4.0,0.1485199630081528,0.8514800369918473,0.27168595932541384,0.7283140406745862,47.0,0.4608078002929688,0.7888023826346252
11,11.0,4.0,0.21835770860612594,0.781642291393874,0.27279140336607643,0.7272085966339236,47.0,0.4794237613677978,0.7759337716037857
12,12.0,4.0,0.3639616615213041,0.6360383384786961,0.4296577141465909,0.5703422858534092,17.0,0.17782998085021973,0.7491041450375976
13,13.0,4.0,0.41738663410332383,0.5826133658966762,0.3995063260544308,0.6004936739455693,17.0,0.1479511260986328,0.7392598239529944
14,14.0,4.0,0.6517868086033912,0.3482131913966087,0.6957346179680572,0.3042653820319429,17.0,0.13710546493530273,0.6960682139522015
15,15.0,4.0,0.5488583338180355,0.4511416661819646,0.6939014461794347,0.3060985538205652,37.0,0.32080078125,0.7150342686933607
16,16.0,4.0,0.4443962548813253,0.5556037451186747,0.3795904641838839,0.6204095358161161,37.0,0.31547904014587397,0.734282912099576
17,17.0,4.0,0.13511533877676365,0.8648846612232363,0.2059297345136596,0.7940702654863404,37.0,0.31273889541625977,0.7912723778180508
18,18.0,5.0,0.4390235911516534,0.5609764088483468,0.5138474920524275,0.4861525079475725,19.0,0.19024896621704104,0.7352729028151219
19,19.0,5.0,0.5576520374730296,0.4423479625269704,0.5899208821908273,0.4100791178091727,19.0,0.21089982986450195,0.713413902072307
20,20.0,5.0,0.2601634561259988,0.7398365438740012,0.15972554453031784,0.8402744554696823,19.0,0.20184659957885745,0.7682304601769872
21,21.0,5.0,0.644689618567979,0.35531038143202104,0.7818327104963003,0.21816728950369968,43.0,0.4778187274932861,0.6973759734910536
22,22.0,5.0,0.2747724089979211,0.7252275910020791,0.16110301096830534,0.8388969890316946,43.0,0.4545619487762451,0.7655385500864347
23,23.0,5.0,0.4611551744913117,0.5388448255086883,0.6497981766235811,0.3502018233764189,43.0,0.4740567207336426,0.7311948396552059
24,24.0,5.0,0.08118186415060229,0.9188181358493976,0.1425593972556584,0.8574406027443415,51.0,0.5783994197845459,0.801210397732111
25,25.0,5.0,0.18936201512642456,0.8106379848735754,0.300300146207722,0.6996998537922781,51.0,0.5438451766967773,0.7812766459730087
26,26.0,5.0,0.5722752074332977,0.4277247925667023,0.4894745261464613,0.5105254738535387,51.0,0.5384500026702881,0.7107193722783498
27,27.0,6.0,0.5318571615213773,0.4681428384786227,0.5226494382786657,0.4773505617213342,65.0,0.8189158439636229,0.7181669796862586
28,28.0,6.0,0.100319628949219,0.8996803710507811,0.2901550883242973,0.7098449116757027,65.0,0.8229398727416992,0.7976839887811292
29,29.0,6.0,0.13987584709917206,0.8601241529008279,0.4983857320059129,0.5016142679940871,65.0,0.8205516338348389,0.7903951855578253
30,30.0,6.0,0.3393631931800881,0.660636806819912,0.4336090523271254,0.5663909476728746,23.0,0.3495113849639893,0.7536367673083645
31,31.0,6.0,0.4330748698310431,0.5669251301689571,0.2683251107682537,0.7316748892317462,23.0,0.5598526000976562,0.7363690404431386
32,32.0,6.0,0.3491224255554595,0.6508775744445405,0.465602368807417,0.5343976311925829,23.0,0.4278571605682373,0.7518384881067248
