,Unnamed: 0,looplength,d0,d1,t0,t1,iter,time,accuracy
144,144.0,19.0,0.016296006818751256,0.9837039931812488,0.09382476736828924,0.9061752326317108,31.0,1.2160611152648926,0.8131665519901942
145,145.0,19.0,0.5135383706881382,0.4864616293118618,0.9548275661695029,0.045172433830497,31.0,1.2535333633422852,0.7215424808822064
146,146.0,19.0,0.1470532521721963,0.8529467478278036,0.2297837053032649,0.770216294696735,31.0,1.2286765575408936,0.7890726452423457
147,147.0,19.0,0.48802846527009397,0.5119715347299059,0.7297240357370632,0.2702759642629367,35.0,1.4134328365325928,0.7262430485687417
148,148.0,19.0,0.8543315592122707,0.14566844078772942,0.9055791061703417,0.09442089382965843,35.0,1.4075133800506592,0.6587464248594036
149,149.0,19.0,0.19491551583579947,0.8050844841642005,0.18698806256771716,0.8130119374322828,35.0,1.371403694152832,0.7802533334379816
150,150.0,19.0,0.2299625676032768,0.7700374323967232,0.11558417698398225,0.8844158230160176,41.0,1.677804470062256,0.7737954091004806
151,151.0,19.0,0.4331850354280032,0.5668149645719968,0.7197174916605075,0.2802825083394924,41.0,1.6994671821594238,0.7363487408443452
152,152.0,19.0,0.8941084196681991,0.10589158033180106,0.8508525231499058,0.14914747685009425,41.0,1.6693668365478516,0.651416965111634
153,153.0,20.0,0.43704480409925467,0.5629551959007453,0.3801631463116175,0.6198368536883825,69.0,3.0138235092163086,0.7356375228450518
154,154.0,20.0,0.3667376503789716,0.6332623496210285,0.4389636488743711,0.5610363511256289,69.0,2.9358487129211426,0.7485926290868836
155,155.0,20.0,0.4896401721041274,0.5103598278958726,0.581875304486974,0.418124695513026,69.0,3.3725855350494385,0.725946068358895
156,156.0,20.0,0.2896189902757227,0.7103810097242773,0.30901437209263244,0.6909856279073676,39.0,1.6543409824371338,0.7628028535377287
157,157.0,20.0,0.19138548211353867,0.8086145178864613,0.3295983587877868,0.6704016412122132,39.0,1.7797813415527344,0.7809037930212422
158,158.0,20.0,0.7787568058814041,0.22124319411859591,0.8056104230426023,0.1943895769573977,39.0,1.8816156387329104,0.6726721622388011
159,159.0,20.0,0.90764830334527,0.0923516966547299,0.8993609310385229,0.10063906896147724,27.0,1.2440626621246338,0.6489220464261701
160,160.0,20.0,0.6078489497010535,0.39215105029894654,0.27903490335148806,0.720965096648512,27.0,1.3283321857452393,0.704164397626242
161,161.0,20.0,0.5299323073312373,0.4700676926687628,0.4787339092483671,0.521266090751633,27.0,1.2511465549468994,0.7185216618091121
162,162.0,21.0,0.5713885134235012,0.4286114865764988,0.9213725879024433,0.07862741209755686,27.0,1.481435775756836,0.7108827584274551
163,163.0,21.0,0.5660138688375643,0.4339861311624356,0.43264738839316025,0.5673526116068397,27.0,1.2999639511108398,0.7118731141443131
164,164.0,21.0,0.4035924465021491,0.5964075534978509,0.417556673312616,0.5824433266873841,27.0,1.3232903480529783,0.7418016018011484
165,165.0,21.0,0.2825664922979061,0.7174335077020938,0.3808475420192897,0.6191524579807104,95.0,4.344302415847778,0.7641023779209288
166,166.0,21.0,0.6763608102241888,0.32363918977581113,0.6204426336454015,0.3795573663545985,95.0,4.258151292800903,0.6915401000272521
167,167.0,21.0,0.2152985994489336,0.7847014005510664,0.24998037832991485,0.7500196216700852,95.0,4.131757736206056,0.776497456549623
168,168.0,21.0,0.05508566001643325,0.9449143399835668,0.09921537093813076,0.9007846290618692,37.0,1.7442409992218018,0.8060189994060137
169,169.0,21.0,0.7142858267141392,0.2857141732858608,0.7364737808451015,0.26352621915489843,37.0,1.85007119178772,0.6845518692164123
170,170.0,21.0,0.3023456782458453,0.6976543217541548,0.4535319692513183,0.5464680307486818,37.0,1.7169451713562012,0.7604577778799153
171,171.0,22.0,0.8561331793171741,0.14386682068282594,0.7939704617015672,0.2060295382984328,29.0,1.3437273502349854,0.658414450392633
172,172.0,22.0,0.05479332200950282,0.9452066779904972,0.0670071629269421,0.932992837073058,29.0,1.493763446807861,0.8060728668965592
173,173.0,22.0,0.7977031974980918,0.20229680250190826,0.9517802118946854,0.04821978810531458,29.0,1.3501346111297607,0.6691810165543938
174,174.0,22.0,0.8820187519568369,0.11798124804316318,0.8874688217051886,0.11253117829481148,55.0,3.3083243370056152,0.6536446606069211
175,175.0,22.0,0.6812224282875645,0.3187775717124355,0.4572935852771468,0.5427064147228532,55.0,3.2259492874145512,0.6906442768402004
176,176.0,22.0,0.22561071578291986,0.7743892842170801,0.29977137457246217,0.7002286254275379,55.0,2.7038631439208984,0.7745973005112143
177,177.0,22.0,0.45020460869610296,0.5497953913038971,0.8490458054132599,0.15095419458674006,33.0,1.8316950798034668,0.7332126392072901
178,178.0,22.0,0.8660324052679512,0.13396759473204878,0.775927936652876,0.22407206334712407,33.0,1.5247516632080078,0.6565903753573323
179,179.0,22.0,0.6944974332019401,0.3055025667980599,0.6601407653910636,0.3398592346089363,33.0,1.610281229019165,0.6881981658838275
180,180.0,23.0,0.6180557432529455,0.38194425674705457,0.7238096506899058,0.27619034931009423,35.0,1.7586429119110107,0.7022836488281995
181,181.0,23.0,0.21981048426540506,0.7801895157345949,0.1656186845934054,0.8343813154065947,35.0,1.8021202087402344,0.7756660767531822
182,182.0,23.0,0.1455214881355185,0.8544785118644815,0.14162730223984893,0.8583726977601511,35.0,1.950073003768921,0.7893548948397556
183,183.0,23.0,0.2871811714127732,0.7128188285872267,0.6570966947777386,0.3429033052222614,67.0,3.5595273971557617,0.7632520567936804
184,184.0,23.0,0.6190423354219408,0.3809576645780593,0.4282358587479109,0.5717641412520891,67.0,3.5508806705474854,0.7021018550036686
