,Unnamed: 0,n_nodes,loopcount,loopsize,d0,d1,t0,t1,iter,time,accuracy
545,545.0,29.0,10.0,2.0,0.2753452566892648,0.7246547433107351,0.5268634582588893,0.4731365417411107,41.0,4.768261671066284,2.0478328278925244
546,546.0,29.0,10.0,2.0,0.6345378778162621,0.365462122183738,0.450902651178064,0.5490973488219361,41.0,0.0006301403045654298,1.6910189499417516
547,547.0,29.0,10.0,2.0,0.3654324632011629,0.634567536798837,0.1833174153372723,0.8166825846627277,41.0,0.0021347999572753906,1.9583422214084414
548,548.0,29.0,10.0,2.0,0.6768156798012785,0.32318432019872145,0.8571511905037233,0.14284880949627668,41.0,0.002351284027099609,1.6490211315283962
549,549.0,29.0,10.0,2.0,0.7911074544819611,0.2088925455180389,0.7098389042832299,0.2901610957167701,41.0,0.0010929107666015623,1.5354862509572507
550,550.0,29.0,10.0,2.0,0.5787445941323113,0.4212554058676888,0.0336994663769078,0.966300533623092,41.0,0.0015599727630615234,1.7464427441511527
551,551.0,29.0,10.0,2.0,0.922788533955372,0.07721146604462811,0.2951685149308291,0.7048314850691709,41.0,0.0018925666809082031,1.4046772257823175
552,552.0,29.0,10.0,2.0,0.8660259467716107,0.13397405322838915,0.509256922353474,0.490743077646526,41.0,0.0011360645294189453,1.4610639043059712
553,553.0,29.0,10.0,2.0,0.5782316117086207,0.4217683882913794,0.3373281925085405,0.6626718074914596,41.0,0.0018231868743896484,1.7469523293629627
554,554.0,29.0,10.0,2.0,0.23919506050553735,0.7608049394944627,0.3983986001497357,0.6016013998502644,41.0,0.0014731884002685547,2.0837436204041464
555,555.0,29.0,10.0,2.0,0.06137845739623619,0.9386215426037638,0.0754781650378626,0.9245218349621376,41.0,0.001353740692138672,2.2603826379886156
556,556.0,29.0,10.0,2.0,0.916666387968246,0.08333361203175398,0.9843918701793104,0.015608129820689553,41.0,0.0013053417205810547,1.4107588280273555
557,557.0,29.0,10.0,2.0,0.8869480053742708,0.11305199462572918,0.7491611935547862,0.2508388064452138,41.0,0.0013058185577392578,1.4402804014564266
558,558.0,29.0,10.0,2.0,0.9568187384037168,0.04318126159628309,0.8121015174240973,0.18789848257590264,41.0,0.0015637874603271484,1.370872385419579
559,559.0,29.0,10.0,2.0,0.6452375798996164,0.3547624201003835,0.4558119903278921,0.5441880096721079,41.0,0.0005466938018798828,1.680390106338837
560,560.0,29.0,10.0,2.0,0.6637771840402295,0.3362228159597706,0.5347419484771768,0.4652580515228232,41.0,0.0009641647338867188,1.6619732802127085
561,561.0,29.0,10.0,2.0,0.33481926685770963,0.6651807331422904,0.15317859911045548,0.8468214008895446,41.0,0.002093076705932617,1.9887526827077397
562,562.0,29.0,10.0,2.0,0.9614224070174996,0.0385775929825004,0.9195570933174204,0.08044290668257963,41.0,0.0007975101470947267,1.366299204473573
563,563.0,29.0,10.0,2.0,0.9065067111327468,0.09349328886725324,0.5407183973817956,0.4592816026182045,41.0,0.0011534690856933596,1.4208512226846486
564,564.0,29.0,10.0,2.0,0.9414322610565335,0.05856773894346631,0.5466921865822288,0.4533078134177713,41.0,0.0007762908935546875,1.3861569662470596
565,565.0,29.0,10.0,2.0,0.6768156798012785,0.32318432019872145,0.8571511905037233,0.14284880949627668,41.0,0.001107931137084961,1.6490211315283962
566,566.0,29.0,10.0,2.0,0.5787445941323113,0.4212554058676888,0.033699466376907815,0.966300533623092,41.0,0.0010106563568115234,1.7464427441511527
567,567.0,29.0,10.0,2.0,0.922788533955372,0.07721146604462811,0.2951685149308291,0.7048314850691709,41.0,0.002152681350708008,1.4046772257823175
568,568.0,29.0,10.0,2.0,0.5782316117086207,0.4217683882913794,0.3373281925085405,0.6626718074914595,41.0,0.0012254714965820312,1.7469523293629627
569,569.0,29.0,10.0,2.0,0.06137845739623619,0.9386215426037638,0.0754781650378626,0.9245218349621376,41.0,0.001079082489013672,2.2603826379886156
570,570.0,29.0,10.0,2.0,0.8869480053742708,0.11305199462572918,0.7491611935547863,0.2508388064452138,41.0,0.000766754150390625,1.4402804014564266
571,571.0,29.0,10.0,2.0,0.6637771840402295,0.3362228159597706,0.5347419484771768,0.4652580515228232,41.0,0.0016694068908691404,1.6619732802127085
572,572.0,29.0,10.0,2.0,0.33481926685770963,0.6651807331422904,0.15317859911045548,0.8468214008895446,41.0,0.0007669925689697267,1.9887526827077397
573,573.0,29.0,10.0,2.0,0.9414322610565335,0.05856773894346631,0.5466921865822287,0.4533078134177713,41.0,0.0007274150848388673,1.3861569662470596
574,574.0,29.0,10.0,2.0,0.23358707626832234,0.7664129237316777,0.38548473871664585,0.6145152612833541,41.0,0.0002837181091308594,2.089314465921209
575,575.0,29.0,10.0,2.0,0.2044930962448039,0.7955069037551962,0.4480664251766209,0.5519335748233791,41.0,0.000530242919921875,2.1182157718685373
576,576.0,29.0,10.0,2.0,0.7783603542346806,0.22163964576531933,0.8655595803896519,0.1344404196103481,41.0,0.0006539821624755858,1.5481489338865062
577,577.0,29.0,10.0,2.0,0.3893252199941167,0.6106747800058833,0.369175048956315,0.6308249510436851,41.0,0.0005376338958740233,1.934607693735017
578,578.0,29.0,10.0,2.0,0.4356007754543814,0.5643992245456185,0.7772511243353227,0.2227488756646772,41.0,0.0025687217712402344,1.8886385968579817
579,579.0,29.0,10.0,2.0,0.4068168952857073,0.5931831047142927,0.3416289699507966,0.6583710300492034,41.0,0.00054168701171875,1.9172318565781579
580,580.0,29.0,10.0,2.0,0.8915161896303383,0.10848381036966168,0.8322048541961455,0.1677951458038545,41.0,0.0011646747589111328,1.43574246987396
